,ID_INTERVISTATO,OVS.7_10_E_SMS
2015,6285_9_50f2cee198bfdc43c8551ad3d94d001c,"Non per assistenza ma per la linea che non funziona come dovrebbe, anche ieri sera estremamente lenta e a tratti non funzionante."
2016,6285_9_50f7348cfc74cfc3804eb11922d27c42,Ottimo
2018,6285_9_510b42123f682ae9077f024742be2c00,Sono soddisfatto per la risoluzione del problema
2020,6285_9_5125eae75cfa56f8cea9d8f6331e5c2e,Perché preferivo parlare con un operatore invece che con un nastro registrato.
2023,6285_9_5129e2c32a823182d9d6fa9dfaed3fa5,Per cortesia e professionalita delle operatrici
2024,6285_9_51345c753206549f376b046f7a017507,soddisfatto
2025,6285_9_5139268923e667c587c61c620e2c23c4,Per ben 2 volte mi è stato comunicato che il problema era stato risolto anche se il tecnico non era uscito
2029,6285_9_517945c7a129521c567181ee208e1a1e,Mi sono trovato bene
2031,6285_9_5182bf4c642d8386b1da44a294829e3e,La navigazione avviene ad una velocità dimezzata rispetto a prima del guasto. Il tecnico mi ha informato che non si poteva fare di meglio
2032,6285_9_5189bb78ce5df7b6645a9038a5d12e3b,Velocita
2033,6285_9_51936804c4613b44a4da87d78a974d5d,..
2034,6285_9_5198c09a7c7648ae7139bd4bcf67614a,"La cosa si è ottimamente svolta, nonostante accaduta in giorni festivi"
2035,6285_9_519d5832462886186f2604d1bc1526df,Soddisfatto sono dovuto andare io di persona in negozio
2036,6285_9_51b2a216be7af4cd9dacbce3a00307dd,Per riconoscere il merito quando a mio avviso loconstato
2037,6285_9_51c61fc19041ab473ff2d1f3fd09c6d7,Ottimo l’operatore. Più problematico riuscire a parlarci per tutta la serie di numeri da pigiare
2039,6285_9_51d8e0ad35fd066fa585955a37e7f70d,Velocità e cortesia
2040,6285_9_51dcb14103253a12ff3d8942239a853c,Interessamento Dell operatore
2043,6285_9_51fcec5ac77656757b9077e29435e612,Perche hanno risolto subito il problema e sono stati gentili
2044,6285_9_5206db92c555166ea9c550dcd0707f95,Sono soddisfatto
2046,6285_9_5224cdc246e4dbaa05baa243f93731c9,"Veloce la risposta, assistenza tecnica a modo e preparata. Top"
2048,6285_9_522bb7995919e3f4c3cd104396a7bcbb,Gentilezza
2049,6285_9_522f212d3333b1bfafea2c70fea10de6,Cosi
2050,6285_9_523edcb369ccd7d901f5fb03e023f6da,Velocità
2051,6285_9_524178a70660421903df80fd2075305a,Poteva essere più celere
2057,6285_9_527846379933b802e2a3b37ac62c24cb,Il problema non si è completamente risolto
2058,6285_9_528d9656cdd9217c505c7ddfcd1fea33,"La risoluzione del problema è stata rapida, dopo circa 2 ore, dalla segnalazione.ottimo"
2059,6285_9_52905d14b09a75da1791c4529f1b3f21,Quando I tecnici risolvono i problemi in giornata è sempre positivo
2060,6285_9_52a2e24de06047715384b85f00d11e13,Mi ritengo soddisfatto
2061,6285_9_52a33f5bafa95e3501e9144c0d46da4d,Tecnico esperto
2062,6285_9_52a3686db8c9f6d3f1558176247fcc66,Tempi abbastanza lunghi anche se soluzione in anticipo
2063,6285_9_52a87aa981686d0cdb6289ece3489ba7,"Perché il servizio è stato risolto nel più breve tempo, penso realizzabile, senza disturbo"
2064,6285_9_52ba9b0f74707845e049c2ba5889d1e2,Perché sono stati tutti gentili e competenti
2065,6285_9_52c5fd56a2a6e8c266f5520d5c173b6f,Risolta in modo veloce e competente
2066,6285_9_52c8685f5415150822b51474bc78954b,il tecnico intervenuto è stato competente disponibile e professionale
2067,6285_9_52d40cc553cb6c90ae3e8315957097a8,"Finora mi trovo molto bene,speriamo che nel tempo Non aumenti troppo,se da parte di tim mi rispetta con i pagamenti rimango per sempre con tim               Cordiali saluti"
2069,6285_9_52f4aa37c4ed4b0b7c482bd6f9384756,Per la completa soddisfazione della problematica
2070,6285_9_52f5c9f79d012a0e7174388f196c0026,Perchè è un'assistenzasul vero senso della parola. Altre assistenze non danno riscontro per giorni
2072,6285_9_52ff76521be89fe72d58f22805655056,Pienamente soddisfatto della soluzione.
2073,6285_9_53033544ea4fec8c8a63b4b13250f6d8,Perché li ho ritenuti molto disponibili
2075,6285_9_531b89d983eacdf4ec5622e03ee28aef,"Cortesia, tempestività nella risoluzione del problema, competenza dell’operatore."
2076,6285_9_533127da311bfdc9ab51ee2b61e7d82a,Operatrice gentilissima e veloce nella risoluzione del problema
2078,6285_9_53599c0548244f3d0e8e9f2df41b0442,Per velocità di risposta e competenza
2079,6285_9_53889d712d2ce5a7ed5cb5962402620d,Veloce e risposte complete. Avere un operatore che risponde dall'italia è una fortuna
2080,6285_9_538d1f48d68b6e1ada0790befe162d9a,"Cortesia, disponibilità e professionalità da parte dell'operatore"
2081,6285_9_53a6be3875fe3c5f465f3248026d5d9c,Risolto il problema nei tempi stabiliti
2082,6285_9_53b3866221f80c2aa7eb0389558bca3a,Perché non ho gradito l'intervento del tecnico senza aver fissato un appuntamento. Mi era stato detto che sarebbe intervenuto dall'esterno e poi eventualmente nel mio domicilio  èsnstataavvis20minprim
2083,6285_9_53b7094433bf2145db9a4435cf9d111c,Rispetto alla precedente esperienza TIM ha mostrato maggiore efficienza e rapidità
2084,6285_9_53ccbf383c5ce413209a510ec4df33aa,Cordialità e velocità nella risoluzione del problema
2085,6285_9_53d35fef7475651f9ff6226616a8e3f3,"Perché l'operatore è gentile e cerca di risolvere il problema, ti mette in osservazione per 48 ore, ma il problema persiste e non credo sia colpa dell'operatore."
2086,6285_9_53da7c930d9f5d328b64c57a5d1e2f25,L’operatore che mi hanno contattato è stato molto efficiente e mi ha spiegato bene problemi ed eventuali tempi di risoluzione.
2088,6285_9_53eb4bb9823bb3d23ca5f3191bb0e65e,Disponibilità  dettagliata  spiegazione
2089,6285_9_53f33dbffd1322deb612437831789ed4,...
2090,6285_9_53f8a684c14ea986957cab1cf48ec216,Perché mi hanno risolto il problema
2091,6285_9_53feae76c0a398566179844f6b2aa970,Per la tempestività e l’efficienza Pessimo Il servizio amministrativo invece relativo a contestazioni bollette
2092,6285_9_54178a769ec75a3699295630c906f239,Il problema é stato risolto dopo numerose segnalazioni a distanza di un anno e solo dopo che il tecnico è venuto a casa
2093,6285_9_5422d9a9a03054fe21a12e5a0f67180c,Correttezza tra quanto indicato per risolvere il problema e risolto
2096,6285_9_545e2a61bb78efd2f85ed9c24340b961,X che danno tutte  le risposte educatamente
2097,6285_9_546cc12bca00436fd5c3960b02038c6b,Intervento ok anche se dopo 3 gg
2098,6285_9_546e4665f7b620882bedefcdb1a30cf7,Personale molto competente
2099,6285_9_5470dfbe521e5a36205cb78aff8141a2,Xzx
2101,6285_9_547edc520ce5e81cabc3673fecf237e4,Per la gentilezza e la professionalità degli operatori.
2103,6285_9_54881f229cd8110b18daff7fe51c0b0d,Gentilezza operatore
2105,6285_9_54b0df3fd9f38b54c2135292c9eba2fd,Ho dato sette perché mi ascolta a quello che io ho riferito all'operatore
2109,6285_9_54d791521c912edce66c36c6d9c9d78c,"Ho telefonato 6 volte per la mia linea fibra, l’operatrice oggi mi ha detto che non vi era nessuna promozione per la variazione della mia linea."
2110,6285_9_54e46bfc668f667b82efa15cc3f3db89,Chiarezza e rapidità'.
2111,6285_9_54f314254364749784948397ebf86138,Efficacia velocità cirtesia
2112,6285_9_551375f265be8a3816bfd143f28c623f,Bravi
2113,6285_9_551eb5af246ec5fb8059bc5a7fa58db2,Sempre precisi ed efficenti
2114,6285_9_552dc087f4481e18b2776c35db05fe91,Sollecito ordine acquisto iPhone tramite vs portale
2115,6285_9_553af78b31bf92fbab9f178546ca4f41,"Cortesi degli addeetti, rapidità ed efficacia dell'intervento."
2116,6285_9_555429f56115fe6de1e42da6ab0345fd,Sono stati molto gentili disponibili e puntuali nel tempo di risoluzione del problema
2117,6285_9_55564e8cde224268bfc219b35a4c1009,Per la disponibilità dell’operato
2120,6285_9_5564eaeb43b8766969a8bbbc2ebb2e25,Operatore serio e competente
2121,6285_9_556a3d826613cdf9b2d66ec5601871e7,Problema risolto in tempi brevissimi. Operatore attento e competente.
2122,6285_9_55806fb02d19ff228a81e273071ca12e,Intervento del tecnico risolutivo ma servizio assistenza telefonica scadente
2124,6285_9_55906621eab76ce4e4438b1382a1d427,Piú che sufficente
2125,6285_9_55a14facf8ae6f2ce595bd3fd65c2b51,È stata una buona assistenza
2126,6285_9_55a598ba57483736b7198c90f3706710,Avrei preferito che il guasto fosse riparato lo stesso giorno. 24 ote senza fibra
2128,6285_9_55b389dfaa2cdf02987df1ff7a7e4829,Perché tutto sommato l assistenza non è stata male anche e3 poteva andare meglio
2129,6285_9_55d012d10cc114effee7683d668aad27,la risoluzione del problema ha soddisfatto pienamente le mie aspettative.
2130,6285_9_55d0be759717c0c97f26408da16f4c0a,Gli operatori hanno subito capito il problema e hanno proposto subito una soluzione
2131,6285_9_55da8dd6c446f19929aa097332ea2220,Tempi troppo lunghi per la risoluzione
2132,6285_9_55e922b121a3523b67f86caaa8e8a957,"Operatore competente, disponibile, risolutivo... bravo!"
2133,6285_9_55ecb70b5aef711ba15dd096cf2e12a4,L'operatore è stato molto gentile e ha risolto il problema in pochi minuti verificando anche l'esito positivo dell'intervento.
2137,6285_9_560485f2077e13697d6a2b1bb49ba440,Efficienza
2138,6285_9_56163d05550e093c448b1408fd623089,Sono rimasto soddisfatto del servizio ricevuto
2139,6285_9_5618fe445a428f6d5932da993fc75d99,Molto soddisfatto
2140,6285_9_56224e6126993df8a5c4e23ed4126467,È stato esauriente in quanto il problema Non è risolvibile. Chi mi ha installato il modem per Fibra non mi aveva detto che la seconda presa è inutilizzabile
2142,6285_9_56253649999c7e9605917d25fc10cc13,E quello che penso
2143,6285_9_562e8128f0ff250d9db219f162ee888d,Efficace
2145,6285_9_564e3bde4d00327ab540ed1347053e38,Abbastanza soddisfatta
2146,6285_9_56518947825556b18868e52701af0b73,Perché pienamente soddisfatto.
2147,6285_9_565983a46be9daa456617848673f03bf,"Cortesia e professionalita' dell'operatore e le certezze fornite poi realizzate,con disponibilita' di poter richiamare un n.ro dedicato in caso di problemi"
2149,6285_9_568083772d566560ff5ac1b1d70d373a,Per l'educazione la cortesia la ddisponibilita' e la competenza
2150,6285_9_56814aba70862be3fedbe3def5445f6c,"Perché sono anni che periodicamente mi si ripropone lo stesso problema, quindi vuol dire che ogni intervento è una panacea, ma non un rimedio definitivo"
2151,6285_9_5686905869799a956bf310792579878f,Per. Buona. Assistenza. Ai. Clienti
2152,6285_9_5691849fe5904739fcbec7dc348cb962,Buona  comunicazione
2153,6285_9_569870b493df356bcced7e02c6f9dbaf,Perché il servizio è stato ottimo
2154,6285_9_569a07d17fa891316b295b73f380cb3f,"Ottima la soluzione del problema Difficoltoso parlare con un operatore, troppo lunga la fase automatica e di promozioni a cui si deve sottostare prima di arrivare all’operatore"
2155,6285_9_569fa2cb0bc346765ced75828d19a384,Persona efficiente e gentile ma non so ancora se il problema è risolto
2156,6285_9_56a142325ddcca2eba87a8f5aed70e73,Sono stati veloci e gentili
2157,6285_9_56aebd269e4ef5c04b69fc41cfa4b757,Cordiali e gentili
2158,6285_9_56af82f4bff9bf1743ab869af825220b,Perché sono stato soddisfatto nel riparare il problema
2159,6285_9_56afa5337212b413bffa7bc74a30979f,"Precisi,educati e puntuali."
2160,6285_9_56b3028ebbb9ad69be724532d4a2a9a8,Bravi
2161,6285_9_56cb3828da9389d830304b46799a8af1,Cortesia e competenza
2162,6285_9_56e4d198d40f328ad90805f49f177f1d,Ho ricevuto le informazioni richieste e il problema è stato preso in carico e risolto velocemente
2163,6285_9_56e583c8576a50af93c8c9851a3748a2,Sono rimasta molto soddisfatta poiché mi è stato subito risolto il problema
2164,6285_9_56e806206c2b991e6dbe14306ecc3658,Per parlare con un operatore bisogna prestare troppa attenzione alle scelte che propone il disco
2165,6285_9_56ec74424aa2348c01acabefff37be07,"Ho constatato la professionalità dell'operatore è la cortesia ha svolto l'operazione con molta sicurezza di sé, assicurando l'utente una volta risolto il problema, bravissima"
2166,6285_9_56f7eb4f7bc51a63046bd5c02f73b1b3,Velocità d'intervento e cortesia dell'operatore
2168,6285_9_573a11047b54e5af58ee677242814b3f,Mancata comunicazione risoluzione.
2170,6285_9_573e19f51f185044a8fc05dc05efd08f,"Ho espresso quel voto perché il problema che avevo è stato risolto al meglio, grazie."
2172,6285_9_576eb9910b83489761df883af5d6d992,Puntuali e operatori molto professionali
2173,6285_9_577ea01e3520cb68382e445395e358e1,Competenza
2175,6285_9_578cffd463a803ce9bd40b74341c43a8,Perchè anche se il guasto è stato riparato la velocità della connessione è stata abbassata e sto pensando di aprire una segnalazione per farmi riportare il profilo a 50 o 100mb
2176,6285_9_578e95d5935624f3f23dd8d0a61a5d7e,Cortesia operatore
2177,6285_9_57941bdcfa9b8a2cbfe4847d3dfdeacd,Per la facilità nel risolvere il problema.
2178,6285_9_57a4728a14aa3c21ad570450d1e5546a,"La risoluzione non è stata confermata.Telefonicamentei è stato detto che la mia linea rimaneva sotto osservazione,ma ad oggi non ho saputo niente."
2181,6285_9_57b5b7297e517afdb6e86f80d0e5f646,Per la gentilezza con cui l' operatrice ha risposto e per la capacità e la pazienza con cui ha risolto subito il problema.
2185,6285_9_57df4564055f0f4479dd50eadd2e8ab0,Ho trovato risposte esaustive sulla natura del guasto ed inteventi risolutivi
2186,6285_9_57e9aaee945e32b0ede5366d1bebb11f,Per l efficienza del servizio
2189,6285_9_5802a1a489a0601ce35251068b6a94f5,"Sono stati cordiali, solerti e hanno suggerito le opzioni di soluzioni rimanendo a disposizione per eventuale attivazione del tecnico"
2192,6285_9_581acff92a36f4df48ac15b906c4e144,La richiesta è stata gestita bene
2198,6285_9_584248c03e4deaa097d8302a054225dc,"sono rimasto soddisfatto del servizio comunque sia il problema non era stato causato da tim ma dal mio gatto che ha mangiato il filo del modem, ho risolto personalmente"
2199,6285_9_58446de59d89410a0185b5e6590da393,Sodisfatto
2202,6285_9_5863b5d5de649a789e8beaccb21f8854,Efficienti
2203,6285_9_5890fe9f15632a3d810105c96381b44a,Molto efficiente rapidi e precisi eccellenti
2204,6285_9_5897ee2651c15d0ef0d9cf2aed16a269,Perché questa volta il tecnico è riuscito ad andare un fondo per risolvere il problema che dalla metà di dicembre non era stato risolto
2205,6285_9_58a768ce586a75cefb8755f0a64ed87f,Perché con il servizio sia clienti che provider mi sono trovato sempre bene ed anche con l'assistenza telefonica tramite 187. I miei complimenti
2207,6285_9_58b06c015415c3cc47ef5fd39e8a6fff,Per i tempi lunghi e perché dal mese di novembre il guasto si ripete periodicamente
2208,6285_9_58bddebc099c0bb2047f8744d5c253ca,Efficientissimi e gentili 10 con lode
2209,6285_9_58ceb06b11099c7c718253f55b7f8e54,Non all'assistenza tecnica ma diverse telefonate al 187 dal 22/12 senza risolvere il problema. A voi dò 10
2210,6285_9_58d29a44b7cc9a07bcadbe89518b0cc9,Perché siete abbastanza attivi nel vostro lavoro.
2211,6285_9_58e2363a54f69f88e3c19ce336292cf6,"Perchè il problema è stato risolto anche se non immediatamente, ma comunque in tempi abbastanza brevi"
2214,6285_9_58fbae655b0e00568f03b5a50345979b,Basta!!!!!#
2215,6285_9_590c8199a2693f29f5b38b35f51a2a36,Perche la tim e una linea buonissima e fantastica e l'assistenza e sempre ben disposta a sistemare e sono gentili e tutto sono contenta di aver fatto questa scelta .
2217,6285_9_59243e064c818f3af8d9088928022aba,Tutto perfetto ma anche un solo giorno di ritardo nella risoluzione del guasto rappresenta una situazione di disagio e difficoltà.
2218,6285_9_592ef72216b67a32947a36c07f73d7ac,"Questa volta particolare ho ricevuto una chiamata dal tecnico che mi ha aiutato a risolvere il problema, le volte precedenti non ho ricevuto una chiamata ne tanto meno aiuto per sistemare il problema"
2219,6285_9_59318f075467cdc9dbd5c43d51093724,Ok
2222,6285_9_593e61c01c24022d3b4e8c96be997a75,Mi pare che le risposte alle precedenti domande sia un’ot spiegazione
2223,6285_9_5954d28d4cf0916728e8c1fc44d3d969,Prontezza risoluzione
2224,6285_9_595881c236d5766fe0f7d2cd35fbb5a4,Troppo tempo di attesa
2225,6285_9_595fee50135c7bb569ae4ac455f43e08,Il voto è alto per la chiamata di sabato 20 gennaio. Vi ho contattato per lo stesso motivo 20giorni fa e in quell’occasioni mi è stato proposto l’intervento del tecnico a pagamento che ho rifiutato
2226,6285_9_5967b01fa9b7ec91c748842a6f7d26b7,Risolto subito problema
2228,6285_9_5974d7ec2fafc477b66d17f5aaa765bf,"Per la disponibilità e gentilezza dell’operateice, nonché per la rapidità della soluzione del problema"
2229,6285_9_59766cafd5333764179a0514c4572bd5,Per la tempestività della risoluzione del problema.
2230,6285_9_59798c9e170abdb098ee7ab9f13b56ca,Per la cortesia e la competenza con le quali mi hanno dato risposta
2231,6285_9_597b52e6a233ed48f55cfec7dffce31f,Perché mi sono trovata bene
2232,6285_9_59823d64a463fa922288206dbb513501,L'ultimo operatore mi ha fatto collegare bene al modem spingendo il cavo che si collegava al fisso
2234,6285_9_5987d2f251f2eba9e8565413e4f9444d,Cortesia e professionalità
2235,6285_9_59882f8bb5b3f10e9afc49c6be0dc758,Perché il servizio di assistenza è efficenza  Ma la rete è obsoleta Pertanto il disservizio che segnalo si ripresenta ripetutamente
2236,6285_9_598b63f8ccd5c200ed59152fa438f1d0,Soddisfatto
2237,6285_9_598bb2c3aca4b0d9025351763fc4b8f1,Ha funzionato tutto per il meglio.
2238,6285_9_59a6173b0931682e90ec1fb7c3d1bd63,.per la cortesia e la competenza dell'operatore
2241,6285_9_59c581a88d22f47f4411328b70b5fc7d,"nell’era della super comunicazione in tempo reale, dato che ho email TIM e anche la app my Tim mi aspetto di ricevere più informazioni, compreso su motivi e perchè fibra non arriva ancora a più di 30G"
2242,6285_9_59ea39d9248f474d5eeb171ff08fcf38,Tecnico bravo
2244,6285_9_5a06a8d3b7ccf37cd57330cc625613bd,Cortesia operatori e tecnici  Ma problema non risolvibile
2246,6285_9_5a2ef6cbd523691f62331c5d78917a4d,La soluzione al problema è stata rapida e funzionale
2249,6285_9_5a3fa7ed8315b80943434a95f02ac0f8,"Perché con meno frequenza il problema si ripresenta (salto della connessione per fibra ottica, quando arriva una chiamata salta la linea). Unico dubbio il tecnico si è portato il vecchio modem"
2250,6285_9_5a43645a528d64e537d7bd60c97a3f03,"L'operatrice é stata molto attenta alle mie esigenge con alta professionalit, risolvendo il problema in pochi minuti."
2251,6285_9_5a5a382e7080ca5aeaa886693d5201fc,Contatti telefonici lenti
2252,6285_9_5a5bb6f56782fac772e659ba2326b938,"Solo l'ultimo tecnico ha capito il problema risolvendolo. Per due mesi sia al telefono che dal vivo, incompetenti.addirittura mi è stato attaccato il telefono in faccia."
2253,6285_9_5a681a1c20f0e5984aae4b68fce85db8,La signorina è stata molto gentile e competente
2254,6285_9_5a6da2e89ca4628fa8f195a641e3d8f2,Soddisfatto
2255,6285_9_5a6fc5605b828c4acdd10cd6a8657b92,Operatore competente ed efficiente
2256,6285_9_5a86f44f746c40bd68d3575061644673,"Personale competente e cordiale, problema risolto in pochissimo tempo"
