,ID_INTERVISTATO,SOLL_MOT
10118,6333_9_ab71a7952d56f9aded8061e20df61763,Perché dopo un giorno di disservizio e non avendo avuto chiarimenti in merito ho fatto il sollecito
10119,6333_9_ab7c35804e05c178b04ae3b100d34e62,Per risiilvere il mio problema con la posta da inviare ma Telecom come sempre dopo tutta una vita con lo stesso gestore non mi aiuta
10120,6333_9_ab970d275b6b835846338ebb9bf8067f,Mancanza della linea telefonica da venerdì 6 Aprile all avvenuto pagamento di una bolletta scaduta
10122,6333_9_abbf081247cde33245a12e1f2a7e3179,"Non ho avuto informazioni relative a guasto è tempi di ripristino. Ho inviato anche diverse mail tramite PEC (nessuna risposta). Non ho conosciuto il motivo del guasto, il tempo di ripristino è slittato due volte. Nessuno mi ha contattato. Il nostro ristorante ha lavorato per 3 gg (fine settimana) senza linea e senza pos. Ora, viste le non risposte stiamo procedendo per vie legali per avere almeno delle risposte. Noi abbiamo un contratto Tim impresa semplice business. Il canone è relativamente alto rispetto alla concorrenza, mi aspettavo un tempo di ripristino inferiore, ma non considero grave questo (lavorando ci possono essere degli errori) trovo inaccettabile le non risposte e la poca chiarezza. Una cosa vergognosa alla quale, per questioni di principio, non lascerò perdere."
10124,6333_9_abcb0f5d53068105eeddb20ede3d5da9,Nessuno sapeva dare una risposta
10125,6333_9_abcbd0213c6dbb3f88670c29524a852d,Per poter lavorare senza telefono e linea adsl chi lavora oggi?
10129,6333_9_ac1d20a859e160db9860f5a5de2dc53b,Per sapere tempi
10130,6333_9_ac32e7ddaa29af61ea9986619dfac26a,Perché non si può risolvere il problema ad una azienda 4 giorni dopo e chiedere il pagamento per l intervento .dopo aver procurato notevoli difficoltà lavorative
10131,6333_9_ac4ab797e91a3bfbefae618404c88446,Perche'il guasto non era stato risolto nonostante avessi ricevuto un sms di avvenuta risoluzione
10132,6333_9_ac5856c8dcee986066e97e792b973d5d,Per problemi di Tempo
10134,6333_9_ac5bb2de692a97ce45483eda489ae5be,"La prima per sapere i tempi di risoluzione,poi è arrivato il messaggio che la soluzione del problema sarebbe avvenuta entro il giorno seguente, cosa non avvenuta e quindi ho fatto il secondo sollecito con operatore.il quarto giorno di disservizio si è presentato il tecnico persona educata e gentile, anche se  in loco non poteva risolvere il problema, nella stessa giornata il guasto è stato risolto e l'avviso è arrivato tramite sms. Mi permetto di dire che il disagio procurato è stato notevole visto che si trattava di linea usata da un centro revisioni che riceve le prenotazioni solo al numero in questione. A mio modesto avviso già dalla prima comunicazione avere un riscontro con un operatore, gioverebbe al servizio."
10135,6333_9_ac79ac8dde1bbe03166ee11de6536795,Risoluzione Mancante
10143,6333_9_ad1481a58a3468b76400f847ea9447a4,"Perché il problema, ossia l'assenza di linea telefonica e ADSL, persisteva senza che avessimo informazioni in merito x circa un mese."
10144,6333_9_ad43096fa44cbad1bad31e97736feac9,Non interviene nessuno d sancirà la linea adsl funziona a intermittenza. La nostra azienda agirà per le vie legali visto che questo tipo di guasto si è verificato per la 4 volta in 6 mesi e Telecom si ostina a rattoppare vecchie linee obsolete invece di sostituirle . Vergogna
10145,6333_9_ad457d851d279ba67c47762a213838cc,Perché non era risolto il problema
10146,6333_9_ad46a4b993cf2a2d7c3c1c0f2b7c1cf8,Perché il problema è persistente
10147,6333_9_ad4d903afd2b66fc9e458c496d29d7d9,"non ho ricevuto risposta , ho anche inviato una pec"
10150,6333_9_ad860ba1854aeb6bfc6c3fcd7fd65aae,Perché era 36 ore che il telefono non funzionava. Siamo un azienda il telefono è necessario. Occorre essere più veloci.
10151,6333_9_ad926866d3350a5741ac5556275f3947,"la linea salta dopo due o tre ore che e' stata ristabilita. Ogni volta viene un operatore diverso a cui bisogna ridire tutto e che normalmente ci da una spiegazione diversa del guasto, siamo una ditta e voi ci state danneggiando!!! 4+,+  di 3 settimane che siamo senza linea telefonica! e' disgustoso!!!"
10154,6333_9_adadd1aaeb93d46a45c626ff160ad3d2,Il problema si è ripresentato più volte anche dopo la risoluzione da centrale
10156,6333_9_ae0eef52964485b382039a999c197357,"Ogni operatore afferma una cosa diversa. Il tecnico non si presenta agli appuntamenti, e di conseguenza io chiamo per sapere il motivo dell’assenza, e l’operatore dice che sarebbe dovuto venire in data XX/XX/XXXX. Al momento dell’appuntamento è sempre la stessa storia: nessuno viene. E la storia dai ripete"
10157,6333_9_ae0f4946828727ccff0ed874cd2f380d,Dopo 36 ore ancora il problema non è stato risolto
10161,6333_9_ae36cf06e857b9f5ec7d71ec0b11d5c0,La linea adsl va a singhiozzo ed il. Ostro gestionale si scollega di continuo. Adiremo alle vie legali
10163,6333_9_ae432cd3975177e0de819708e194d620,Perché hanno detto che il problema era risolto e hanno chiuso la pratica ma invece il problema sussisteva ancora
10166,6333_9_ae67619dcf49f4724d9fa9ae1daaf5cc,Ci sono state difficoltà nel risolvere il problema
10167,6333_9_ae709d806b6800d9adb13f2d7593b058,Non funziona la fibra
10172,6333_9_aeddf3aac1907a4ffcc5037f9b69bf6b,Perché è inaccettabile che una ditta resti senza telefono per più di 15 giorni
10175,6333_9_af4580926c2805c273fd3a4670173d0c,Dopo 7 giorni ho lo stesso problema
10176,6333_9_af5305348732d4948d1c5ef12273282d,perché non ho ottenuto risposta alla mia prima richiesta di risoluzione al problema
10178,6333_9_af73c352ed6858255ffa7bb78cb75d3a,Perché il tecnico non si presentava e nessuno risolveva il problema
10179,6333_9_af73fa0709613c4040bacde30904b824,Non ho preso la telelefonata del primo appuntamento
10180,6333_9_af828bf874cce65ed1640ec93145e513,Perché la linea voce non veniva riparata o parzialmente Ho dovuto telefonare inutilmente tante volte Inoltre quando il guasto per voi è risolto ma non per l'utente non si riesce a parlare con il servizio tecnico.8 operatori diversi per farmi disattivare il trasferimento di chiamata su guasto .
10181,6333_9_af9e3d28248278df224379b546678ecd,Problema mai risolto definitivamente
10187,6333_9_b01d377914aba6fb3e3fd924d7cf14f4,Perché dopo ogni segnalazione il problema non è mai stato risolto
10189,6333_9_b043c0a62fc775dcd287483ef9642a34,"Il problema è stato risolto , da parte del tecnico, con la sola teleassistenza quindi, problema che poteva essere risolto senza tecnico a domicilio. Per una vostra incompetenza non intendo pagare un servizio non dovuto."
10191,6333_9_b0a0727de1c82bec02da55a1962bf672,Sono un’att Commerciale ed avevo grande urgenza. Sollecitato dopo 36 orr
10194,6333_9_b0bf2bf29eb9de8b7e79defd062479db,Perché ad oggi dopo una settimana ancora il problema non si è risolto
10195,6333_9_b0da268856b5093e6bc307b8f6a0a381,Non mi era stato disattivato il serviZio richiesto.
10196,6333_9_b0dc52f811c786dd73f21e42f27f0c4d,Nessuna risoluzione entro i tempi dichiarati e nessuna comunicazione da tim
10198,6333_9_b1122d263bebc049b045355d4ab8d997,Nessuno si e presentato nella fascia oraria xhe ni avete segnalato
10202,6333_9_b17541eca827d74158def8856b087bd9,Perché ci avevano informato che il guasto sarebbe stati risolto il giorno successivo e invece è stato risolto il terzo giorno successivo.
10205,6333_9_b1bf698b1af172373ffdb16e1d4d025f,"Il problema non è stato risolto, nonostante l'intervento a pagamento"
10206,6333_9_b1c0a2eeefa7c3622b83082948572c25,continuavo a essere senza telefoni e internet siamo un azienda 5 giorni senza un servizio mi sembrano tanti
10207,6333_9_b1fe73693511600b99166ba50f7c5771,Non si è presentato nessuno e non ho ricevuta nessuna comunicazione a riguardo
10209,6333_9_b214eeadb22eb5a1f533ca8a66152c93,Urgenza di riavere la linea
10214,6333_9_b24711b67d591ca4f4c6fd37ae28a21e,"Nessuna informazione e nessun intervento da parte dell'azienda la quale avrebbe dovuto riparare il guasto, e passati 30 giorni, solo dopo aver inviato una Pec, la situazione si è smossa..."
10217,6333_9_b270e08d98f4b669537c5efede0de201,Perché ancora non ho la linea
10225,6333_9_b2d33ed53047d840323747c91186e7bb,Non sapevano dare una soluzione!!!!!!! Ho dovuto inviare una pec per sollecitare e inoltrare reclamo!!!! La persona che mi ha risolto è stata la sig.ra Sabrina di Bo  molto gentile e preparata
10226,6333_9_b2de466f46bc42f8829f302732a1291d,Il problema non veniva risolto
10228,6333_9_b2f75287223af93a1541bb1d5f911622,7problema mai risolto
10234,6333_9_b36cf900fb4b366daf8d22560abe845f,Il problema non si è risolto subito
10236,6333_9_b37942401e5818bdda34b6c61696a978,"I vari soggetti intervenuti non hanno ancora risolto il guasto. Inoltre puntualizzo che paghiamo, per ora, un contratto business. La prima segnalazione era partita ai primi di gennaio. Un secondo intervento era stato aperto il 28 gennaio pratica Siamo a marzo!!!!!!"
10393,6495_9_0bc04ace164c16240062b1d579b9fd91,Perche ci lavoro
10397,6495_9_0d30e3f66e51cbd8ca4f7b9fec38f272,Non funzionava adsl
10398,6495_9_0d927b3c2e00fb5c5f3f17d1b168b666,Il guasto dopo qualche minuto si è ripresentato.
10400,6495_9_0db1b90331b9c20f97dabaadca87dd40,Il problema non era risolto il giorni dopo
10403,6495_9_0ea52f7a764aecda3824c7b29f97c44a,La prima volta il c. Center ha sottovalutato il problema e non ha dato seguito alla segnalazione.
10404,6495_9_0ea9f56bba098563085f687208c6f0ef,Perché non si è fatto più vivo nessuno
10406,6495_9_0f0e08a6093deb4a01006c49dbeadb10,Mancata venuta del tecnico
10407,6495_9_0f27ab762c9a3a260ee9a18fe953311f,Non avevo riscontri Una ditta senza quasi 4 giorni internet e oggi senza telefono  VERGOGNOSO
10409,6495_9_0fdb66f650b0b404ea637ba74ab940fb,Perché il problema che a Telecom risultava risolto in realtà persisteva. Guasto in centrale.
10412,6495_9_10cec48cd200ac8a2f5ec891103cc877,"Assurdo fare domande quando ormai ho deciso di passare ad altro operatore, sarebbe stato meglio intervenire celermente e non far passare un mese e mezzo dalla prima segnalazione."
10415,6495_9_126cecf38c057b74584cd695f3ed4567,"Perché nessuno sapeva darmi una risposta concreta, tranne un operatore che mi ha fatto il trasferimento di chiamate sul cell. Molto competente"
10416,6495_9_12cf6bb2cfc2c192a81ceec9d76fa731,Perche me hanno detto che era un problema di centralina interno e ho dovuto fare intervenire il mio elettricista quando invece era un problema con la borchia della Telecom. Dopo il controllo del centralino ho richiamato per dire che il problema non era risolto.
10418,6495_9_12fd7befcda3247eabcc190ecee8a866,Perche sono due mesi e mezzo che i pali sono caduti e nessuno li ha ancora sostituiti
10419,6495_9_131078cec80e1b581f42677e14941267,Siamo un'azienda la mancanza della linea procura danni economici
10420,6495_9_1369ac92c566778337295deb148e7975,Guasto non funziona niente da 20 giorni
10422,6495_9_16d19af569507272e351d41ff936d1c0,Perché sono un’azienda e internet ci serve se non vogliamo perdere clienti
10423,6495_9_1727142b9b135e226a5efc854dd9ed69,La prima volta mi avevano detto erroneamente che il guasto dipendeva dal nostro apparecchio
10427,6495_9_19c023e52a33f8c83da6ed41212155f2,Perché la fibra non mi è stata ancora portata
10428,6495_9_1a21a05d5b82b7533cf9c4086233a47c,"Il guasto non veniva e non e tutt ora risolto. Inefficenza totale. Nonostante 6 giorni senza linea adsl, continui solleciti,ieri sera operatore mi ha detto che non vede nostre richieste di intervento. Incredibile"
10429,6495_9_1bc56ec1b414819b91e74e9c85cbd7cd,perché non si muovevano
10430,6495_9_1cb316376f15c56477b236446f1a1897,Perché il problema non è  risolto
10431,6495_9_1cc37c5ec71c5e53d0a751a2a273b025,X che il problema persiste
10432,6495_9_1cd3a29ec752fc634187f89eeb924c6a,Nessuno mi ha contattato
10433,6495_9_1d50adde7307195676b83bcf1c44928b,Perché la segnalazione non era partita
10435,6495_9_1ec47b1f99d4ae1200c9b169120ed963,Perché nessun risultato è nessuna presa in carico del problema
10438,6495_9_1f95203359c3b9bd1dcb28922ffc7951,Problema non risolto . Continui dosaggi. Personate non sempre capaci
10441,6495_9_21e2fe345d6be0a55d1183da0799046b,"Per capire come sarebbe stata gestita la pratica in quanto prima non mi veniva dato un appuntamento, poi a quelloi presi non si è presentato nessun operatore...."
10446,6495_9_23a6ede2d8538fcccf218ef8ac726f28,Attendo ancora l’intervento di un tecnico di cui però non si hanno notizie
10449,6495_9_246b6843d18a379124589762d9c42d71,Non hanno risolto nelle 24/36 ore ma in 5 giorni e ho un bancomat collefato
10450,6495_9_248117ea24ada6120fdcdcb1d46b097e,Per riattivare numero aggiuntivo
10452,6495_9_2520e22325598f77c280d08568a6ab95,"La linea tuttora ha problemi, il guasto non è stato risolto."
10453,6495_9_2536660301f6db2c26afc0b08412843d,Mancata soluzione problema
10455,6495_9_270f39405b25076965287f79b9a5ed25,Lentezza interventi con cliente fermo a cause a lui non imputabili . Aggiungo che il problema é stato causato da Telecom che ha cambiato senza avvisare gli ip pubblici del cliente . Sottolineo senza avvisare. Vergognatevi mi é già capitato da altri clienti . I danni sarebbero da farveli pagare.
10456,6495_9_27b6b133558c02de4eb2f310ad28210d,Non interveniva nessuno.
10463,6495_9_2ba70c7b7b87526964dce6949a64e868,Era urgente per noi risolvere il problema poiché sia voce che adsl servono per il negozio.
10465,6495_9_2c9d55f0123f02c4874d863260e9a087,Problema non risolto
10467,6495_9_2cddb626a53be8c2b187839bbed8d88c,Gli operatori continuavano a dire che non c'era nessun problema quando in realtà vi era un cavo danneggiato. Tra l'altro continuavano a notificare l'avvenuta risoluzione del problema quando in realtà non avevano risolto nulla.
10471,6495_9_2e78f7af3b42f858c9b7784de080c75e,"Non c’è un tecnico competente che riesca a ristabilire nel modem il nat persistent time , servizio da noi profumatamente pagato che cade ogni volta che aggiornate il modem!! Adiremo alle vie legali visto che questa situazione perdura da ormai due mesi. Allucinante!!"
10473,6495_9_303b305c747968bc4238c084aebbe91a,Ho chiesto una nuova linea Da un mese e non riesco Ad averla
10480,6495_9_34374e3f80572837cd1a2586eb1d88c5,Ritardo
10483,6495_9_37d5cbbf6fdddf7ac37774fd3503edd3,La richiesta per segnalare il guasto è stata inoltrata il giovedì mattina ed il primo tecnico è venuto il martedì successivo ma senza risolvere. Il guasto è stato risolto solo il giorno dopo con l'intervento di un altro tecnico
10487,6495_9_3a23b4f55681a9a3e99afc7baf138535,Problema non risolto
10488,6495_9_3a3523b57654fbd1204ac2b4aec20a83,Non c è stato un sollecito intervento e non mi davano i tempi previsti.pareva stessero aspettando un router di ricambio (?!)
10491,6495_9_3aece6c123fa1eb98cc5f9fee0219d1f,Perché nessuno mi ha contattato per spiegarmi per quale motivo la linea non funziona e quando e come sarà ripristinata
10494,6495_9_3c8c7d19f7a7f8108e797da447b51b7a,Non è ancora attivo a ricevere dopo 2 mesi
10498,6495_9_3e60bb54c9696833c34609d8e8c643c3,Non funziona Internet
10501,6495_9_405d998d85475723571f974abed79066,Il problema non veniva risolto
10502,6495_9_40e0767a83f8f4c489c676cf62af32d9,"Servizio non ripristinato nei tempi comunicati. Ho dovuto richiedere io, nessuno mi ha informato. Sono senza servizio da giovedì, 7 persone non possono lavorare, ufficio inchiodato!!!!"
10504,6495_9_436a8e14ea45ad58d24b763ee5d9c637,Il proplema delle fatture non risolto
10507,6495_9_44f680034f7429f89aed92c44eac477f,"Poiché avevo urgenza di risolvere il guasto , risultando disattiva la linea adsl"
10512,6495_9_56e5a365c51cd807f268628cfe8e4a75,Mi avevano dato informazioni errate e il disservizio persisteva
10516,6495_9_58864c68e0fc29adf1562368b0ea3873,Mancata risoluzione del problema nelle 24h come comunicatomi
10519,6495_9_58f4e26eec78563316319a7279532349,Ritardo
10531,6495_9_60d3f3270cb434bc5ff5dfb6dcf1e9e2,"Perché il problema non è stato risolto. Alla fine una signorina più sveglia e gentile delle altre ha capito che ero finita in una vostra black list per errore e la mia linea era bloccata da voi. Il mio contratto é partito dal 14 e io la linea l'ho avuta il 28. Tra l'altro non è possibile lavorare perché troppo lenta e ho davanti casa la fibra, ma chissà perché non me la potete attivare... pagando logicamente."
10532,6495_9_613ce19615c4c26f7f33be74161362ff,Per la rispluzione
10533,6495_9_6184ed4ffd32cafb183021e82234ddc2,Per risolvere la questione internet
10534,6495_9_63075b11cae7541d3abf87bbd5fbf6e6,Al primo tentativo non era stato risolto
10535,6495_9_657b664af02953971ffe75acf40237a1,Per i tempi stretti
10537,6495_9_670b2de38b7da167ed9323c8906fc956,Perché nessuno ci risolveva il problema
10541,6495_9_6895385abef4bb651ae26d4076d9538b,Mancata comprensione del guasto e guasto presentatori più volte
10557,6495_9_722e5e050a07c9d52007a0891d1ef1ae,perché sono dal 4 marzo senza internet e senza telefono e ad oggi non e del tutto risolto
10559,6495_9_73af97d7a70d637c53ed98fe0b757022,X nn risoluzione del problema
10561,6495_9_74754f8160e09ddcb825a4ceeb69e54d,Perché persiste il problema
10563,6495_9_7557a92df647295244cf607ed7aa465c,Perché sono venuti il giorno dopo
10564,6495_9_75b4e61604562995ab463aa95d46bbb4,Mancata soluzione nei tempi prospettati
10577,6495_9_78b773e828a223d61ba5166bd85ab598,Nessuna risoluzione del problema
10582,6495_9_7baedee3c6126a911100b217c77d7779,Perché dopo avere riparato le linee si sono dimenticati di togliere il trasferimento di chiamata
10584,6495_9_7bff9220ce46d452c5157173fca81a75,Sicurezza
10585,6495_9_7c777f8146d3138630b9d364fab041a3,"Abbiamo fatto più di un sollecito, anche perché la prima segnalazione è stata chiusa senza aver risolto il problema"
10589,6495_9_7e6568e37f53eb6a6d16ae9e79cd7a9e,Perché ero senza adsl
10592,6495_9_7f3d05784de776f2ed378ee94f3b21dc,Troppo tempo per la prevista risoluzione del problema
10596,6495_9_805d32db63a78bd06bda490802281a02,Perche i pos non era stato abilitato al primo intervento.
10600,6495_9_8147eec53711b028b58f8949d66a48e7,Perchè non interveniva nessuno
10605,6495_9_82e313728b2fb490fbcdac1c4e1fb8e0,Era stato detto che il guasto veniva risolto entro il 20 aprile invece è stato risolto il 24 dopo diversi solleciti
10608,6495_9_858c04b4ad5893c93c05bbe2a256de3a,Il problema si ripresentava
10611,6495_9_863dabb07a9cfe72045e693f651cdff2,Per abbreviare i tempi
10614,6495_9_880e4ee9f0762f2667e2bc122fb5780f,Il problema continua a persistere
10621,6495_9_8ac347346eef6fec0e7a71f7963f7805,Per la risoluzione del problema di mancata connessione e connessione molto lenta
10624,6495_9_8bdbf8531d34ae2ca0c3f07fbd9935e4,"Nessuno si è recato nel giorno concordato per risolvere il problema...siamo rimasti senza linea per 2 giorni, ho provveduto a ripararlo io stesso"
10625,6495_9_8c49254ad2511e05fa31e191144c2ab3,Non ho ancora risolto
10626,6495_9_8c7433f07fa6b0659d4e8039ec60fbd1,È inutile che fate sondaggi sull'assistenza tecnica.Fateli su quella amministrativa e sull incapacità di fare un subentro con documenti inviati tramite PEC 5 mesi prima creando problemi con le bollette e sospendendo il servizio.Senza possibilità di chiarimenti.Andate a cagare
10632,6495_9_8f93a0eda9a67530c4df79d00233ce4d,Il problema non è mai stato risolto
10635,6495_9_92ebb2ed99950abe182c0c1d359423b9,"Perché continuavo ad essere isolato, e nessuno si faceva sentire."
10636,6495_9_940d15a405b577a302864b6a3cabc07d,"Perche la ADSL continuava a non funzionare nonostante mi arrivassero sms che era stato sistemato il guasto . Mi hanno anche telefonato dicendo che il guasto era nella nostra linea interna , mentre dipendeva dalla centrale Tim . Ora sono 24 ore che non ci sono state cadute di linea durante il giorno , di notte non lo so , dico fermamente che in questa situazione la Tim si e’ comportata  in modo assai scorretto , nonostante sia un cliente da  2.500,00 euro all’anno , penso che cambierò gestore  per il modo che sono stato trattato"
10639,6495_9_960150158938fe8ce259765daaca25c3,"Perche' siete degli incompetenti, e non riuscite a capire quali siano i problemi"
10640,6495_9_966c7f0a2ada4fa39f4595144f24bf93,Operatori scorretti. Ogni giorno mi comunicavano l'orario dell'intervento ma non veniva mai rispettato
10642,6495_9_977a9ce87d6279c65962a99f04be6474,Non funzionavano le linee telefonoche
10647,6495_9_980fcacceb2598e0d14f5193aa3f2996,"Perché il problema persisteva, non se ne era compresa la causa corretta"
10651,6495_9_9b9f3ce1bd3e03635be1da4bd35bafb2,Ho ricevuto sms che diceva che il guasto era stato riparato ma la mia linea era ancora fuori servizio
10657,6495_9_9f067b38bf8c3e6ec5d9e447e4b1c829,Perché non veniva rispettato l'appuntamento
10658,6495_9_9f961bd647258df6fc770881949c63d4,Non veniva nessuno
10661,6495_9_a09449c2a6de54e50bd1ea2c713aa387,Ho dovuto sollecitare in quanto il primo tecnico ha inviato il problema all’impresa. La segnalazione è stata chiusa come risolta 2volte ma non risolvendo il problema
10665,6495_9_a23bdcbf64f893a1cbc79fd65ae359ca,Perché i tempi di risoluzione del problema  erano troppo lunghi
10669,6495_9_a5071c02acab7c6c01ce68ffe4f19f6c,Perché è da giovedì 19/04/18 Che non possiamo utilizzare il telefono ed essendo luogo di lavoro è decisamente necessario
10674,6495_9_a78cf601c09821d7cb09a22257753add,Perché per il tecnico è dovuto venire in sede 4 volte per risolvere il problema che tutte le volte diceva di aver sistemato! Un vero disastro! Un mese con i telefoni dell'ufficio non funzionanti!
10677,6495_9_a7d92ab741f6e196e5e2c86c5d8115b1,perché il problema è rimasto alla fine ho fatto disdetta ADSL
10680,6495_9_aa06d20e57e094c13b010f508fbcdc55,Perchè non intervenivano
10681,6495_9_aa8198f39655d92f925a15c82191b684,"Problema non risolto e operatori che non capivano cosa fare,che mi hanno intasato la sola linea che andava sbagliando il trasferimento di chiamata più volte.infine mi dicevano che il problema era risolto ,ma non era cosi"
10684,6495_9_abacd2c62e22e28ab7021a466deb4455,Dopo una settimana ancora nessun intervento
10692,6495_9_b11ce5594fd34723185eee471959f177,Non ho risolto il problema. Mi viene detto che il giorno dopo risolveranno e andiamo avanti così da 10 gg
10693,6495_9_b1972f32ca1382f26c0be8e994d6c419,Problema persistente
10694,6495_9_b1f11443396028ec414b89276b3634ab,"Per mancanza di internet e telofonia da circa 2 mesi,ritengo la vostra società poco seria."
10699,6495_9_b474cd5c52176b19af8fbe646304c63d,Perché l’operatore telefonico Aveva segnato il mio numero sbagliato e il tecnico non veniva perché non riusciva a telefonarmi.!
10700,6495_9_b4dbf92ff150a6279975c2fb37dbc232,Per mancata risoluzione del problema
10703,6495_9_b66837ae96086a7548438e6db25c6973,Nessuno a fatto nulla  E a questo punto cambio gestore grazie lo stesso
10704,6495_9_b7f471935d48fe6ac547c50d4c2e4676,persistenza del guasto
10705,6495_9_b831c5d7dd01db87fe42fe96869b369d,Wifi assente con disservizio alla clientela
10706,6495_9_b86a1bc9850fa01071dc1f603281a326,Problema irrisolto e tecnico non intervenuto nonostante molti solleciti telefonici
10708,6495_9_ba5ff866bf939d9b03de803656e9623a,Perché la linea va e viene e poi viaggia pianissimo cioè al 30% delle sue possibilità
10712,6495_9_bb447fd02060d8016231d3ee06a68263,Quando faccio la segnalazione improvvisamente internet torna a funzionare dopo qualche ora si perde la connessione questo succede di frequente ormai da mesi e sto pensando di cambiare gestore se il problema si ripete
10713,6495_9_bb92073a3a8044b248ad525334bd57e9,Perché avevo urgenza che il servizio funzionasse visto che il guadto era in centrale e non nella mia attività
10715,6495_9_bc9c442127bf4c583e55b001b78a5066,Non arrivano
10718,6495_9_be12dc865d069960a615607f19a689af,Avevano chiuso il ticket ed il problema non era stato risolto.
10721,6495_9_bffe82dfe6572ec9833829adaed4691d,Il problema non veniva risolto
10724,6495_9_c14860d4567dba44db3e337ddecc06b3,Perché  non ero sicura che avessero capito il problema
10726,6495_9_c3348e1ec0fbc2622fe0c7fa9510aafa,"Per ricezione solo di un sms di presa di segnalazione, ma senza specifiche tecniche"
10732,6495_9_c8b7697e2a550d57883f43710837cc38,Perché il problema si ripresentava
10739,6495_9_cbfb9406c9fc76e485a28fb7306720c2,Perché essendo una struttura ricettiva ricevo le prenotazioni via mail.
10742,6495_9_ce65c3586984261d63e13350abe40903,"il guasto non è stato risolto nei tempi indicati, non era possibile lavorare"
10744,6495_9_cee6965873915e97361d9e53656b98ad,Ogni settimana manca la linea voce e adsl per 1-2 giorni
10754,6495_9_eb2d86d120da32b288263b5392d54f47,Perché il problema persisteva
10759,6495_9_ef1f54ae050508ec300d7af8131b007e,Essendo un ufficio avevamo fretta di ricevere telefonate
10761,6495_9_ef8f30a2fcfcc15a69dc86ab9536a7bb,ho avuto problemi di router che complicava l’utilizzo telefonoco e adsl... ora e’ stato sostituito e funziona
10763,6495_9_f157a83dc495d763d1667941a9f65b43,Perché non era stato risolto il problema sul modem e continuava a non funzionare
10767,6495_9_f3f371e83e90233400a9814dc1401353,Non sapevo quando veniva riparato
10772,6495_9_f694bf9c663a1e38f79cac0ffd140d4d,Perché non venivo mai richiamato
10773,6495_9_f6a6a6f0429709356105dff3d3488457,Non si era risolto il problema X il quale avevo fatto la srgnslazione
10774,6495_9_f753fcbef57ce38d60b71988af07c9a5,Il problema non è stato risolto nei tempi indicati
10775,6495_9_f7a356dc3e6a43ff29cd5ccc4b60ec63,"Perché anche dopo a er ricevuto conferma della soluzione al problema, non mi funzionava niente"
10777,6495_9_f81c2cff25ba97e860bf90e36aad0389,Non ho ricevuto alcuna notizia
10778,6495_9_f8640630b49b964da7a712382da636c1,"Perché non ho ancora il trasferimento della linea telefonica, richiesta fatta 2 mesi fa con 5 appuntamenti non andati a buon fine"
10781,6495_9_fa9eeb33b053faf44e9c843147f2e836,Mancata risoluzione
10782,6495_9_fb529beedd6edf5213fec7cdd2ca878c,La tentata risoluzione a distanza del problema non ha dato alcun esito positivo. Tale risoluzione è avvenuta solamente dopo l'intervento fisico dell'operatore ben oltre le 48 ore come dice il contratto e con tutte le problematiche del caso (danno economico per mancato servizio)disagio.
10784,6495_9_fbce9fed0250d025b86e30876f5c48a5,Non ottenevo le risposte richieste e non venivo contattato da nessuno
10790,6495_9_fd2109975f425547b30faca5448e8ee7,Perché il problema non era stato risolto
10792,6495_9_fd90606fc9b46292e6ccbc7324b0f243,Perché il problema ancora non è risolto. Siamo una struttura ricettiva e abbiamo bisogno urgentissimo la soluzione del guasto!
10793,6495_9_fed29f8c6855f0aec5ec2182c969daec,Per la mancata soluzione al problema
10794,6495_9_fed4236110620e533afd2ec97db5c7be,Perché è vergognoso lasciare un’azienda senza internet per un errore vostro nel 2018 per 3 giorni
10795,6495_9_fede1e6093bb59a296a2386d33bc3834,"Perché cera un totale menefreghismo e puntualmente dicevano,arriva oggi il tecnico ed invece nulla. Mentre che il sottoscritto aveva già pagato la bolletta senza mai aver usufruito del servizio."
